metric,logit,raw,difference
slope,-0.011816952768824709,-0.013284780205361408,0.0014678274365366988
r_squared,0.10746140273134584,0.12601125873049848,-0.01854985599915264
p_value,0.07181356355072921,0.0500450928085669,0.02176847074216231
q1_correlation,0.6753388175812158,0.7033600434741576,-0.02802122589294176
q4_correlation,0.48477938857785685,0.4810926183390105,0.0036867702388463375
q4_minus_q1,-0.19055942900335898,-0.22226742513514708,0.031707996131788097
