metric,value
slope,-0.009953900124295647
intercept,1.9965336200042199
r2,0.6755066070752727
mse,0.013293274412962165
correlation,-0.8218920896780018
correlation_p_value,0.012305414566164592
bootstrap_lower,-0.019085756182172176
bootstrap_upper,-0.0034359045878332656
bootstrap_mean,-0.010232144921190407
bootstrap_std,0.004130973480608502
permutation_p_value,0.004
