metric,value
slope,-0.009687881392832175
intercept,1.9336008923078114
r2,0.8073342008157344
mse,0.008850475607736734
correlation,-0.8985177799107451
correlation_p_value,0.014925397015366909
bootstrap_lower,-0.01635266793837218
bootstrap_upper,-0.004957698824601553
bootstrap_mean,-0.010006033656537636
bootstrap_std,0.003008217378804046
permutation_p_value,0.02
